Numero_Facture,Date_vente,Numero_produit_vendu,Qte_vendu,Numero_point_vente
1111191266478,1999-07-21,0005674791629,1,25004265
1111189123844,1983-06-09,0005674791629,1,14846071
1111129345077,2013-04-02,0005314669905,3,12362221
1111178421555,2014-02-17,0005314669905,4,48874568
1111196821955,2004-05-29,0005216906801,4,14846071
1111141183169,2007-10-15,0008523384669,6,11307850
1111175096008,1986-01-14,0005963941537,5,12362221
1111137137206,1996-03-03,0000920424979,5,48874568
1111131961777,1976-07-29,0005686293098,5,21023597
1111107209810,2005-03-04,0005674791629,6,25004265
1111109701558,2004-03-10,0001217303243,1,11307850
1111163995504,1994-12-15,0003990446681,6,60005193
1111183728380,1982-06-15,0008669924200,1,12362221
1111175214532,1972-11-23,0005360257996,4,25004265
1111158855509,2012-08-22,0007922798534,1,12362221
1111118894876,1993-03-23,0001382880433,4,21023597
1111131308725,1993-03-11,0001729474004,2,48874568
1111139637544,1994-07-03,0006894968655,3,25004265
1111185920560,1985-10-03,0008669924200,1,11307850
1111149109307,2016-07-22,0009704202529,4,14846071
1111104220016,1975-12-12,0005329006979,2,12362221
1111199882779,1984-02-17,0001218756833,4,25004265
1111194437783,1978-12-03,0004676850198,3,12362221
1111142745656,1981-02-23,0005360257996,5,14846071
1111160267505,1981-06-12,0003949242258,1,11307850
1111138830243,2017-05-18,0005069053462,6,60005193
1111182536832,1976-03-19,0001859573363,2,25004265
1111154989796,1978-01-17,0004240739478,4,21023597
1111192715814,1975-03-02,0005686293098,6,48874568
1111129826743,1986-11-03,0005132480843,2,48874568
1111157616743,1985-01-01,0007341871573,3,60005193
1111193905719,1994-12-18,0007859520307,6,12362221
1111168484614,1984-03-15,0002499813567,4,12362221
1111185689009,2006-01-16,0001422080632,4,60005193
1111100233003,1983-10-24,0000285143737,2,48874568
1111149873178,1981-10-22,0003132714456,1,21023597
1111175989614,1970-11-24,0000285143737,6,25004265
1111134979380,2019-11-17,0001598801758,6,21023597
1111187046497,2003-10-12,0001240090080,6,12362221
1111191975530,1988-06-04,0001422080632,5,14846071
1111193746657,1982-02-04,0008523384669,3,21023597
1111104087886,1989-05-01,0006442639587,5,11307850
1111104632956,1978-10-26,0008661021037,5,14846071
1111150491132,2000-02-23,0005963941537,4,11307850
1111178946898,1973-06-03,0006442639587,6,48874568
1111180759226,1999-12-23,0008090208108,3,11307850
1111121254254,1973-08-04,0005069053462,2,21023597
1111136978008,1984-03-03,0003949242258,2,60005193
1111127187365,1979-03-27,0008280738590,6,25004265
1111199619290,2016-07-21,0003724533342,3,14846071
1111122032929,1990-04-30,0000942881804,2,21023597
1111174460848,1971-08-29,0009867864152,1,21023597
1111133031560,2019-08-14,0006894968655,4,16615180
1111124551213,1990-07-15,0002894887538,1,48874568
1111108254086,1978-12-07,0003686451623,5,11307850
1111165069616,1987-05-05,0005216906801,5,12362221
1111114814779,1989-09-23,0000365625573,6,60005193
1111194054386,1983-06-20,0005674791629,4,11307850
1111141315089,1972-02-26,0001131084181,4,48874568
1111159906279,1977-12-15,0005686293098,4,12362221
1111117106314,2015-01-02,0005044804621,3,48874568
1111169433017,2018-07-30,0002819717964,2,21023597
1111151804658,1997-06-11,0000963002721,6,21023597
1111163885560,2012-01-09,0000327459185,3,48874568
1111147774446,2011-10-31,0005216906801,5,12362221
1111170270953,2007-08-12,0009119964128,6,21023597
1111198466475,1979-10-24,0006894968655,2,25004265
1111123815095,1998-01-19,0009867864152,1,12362221
1111199011483,1985-05-11,0001729474004,4,14846071
1111186166653,1997-04-02,0004676850198,3,48874568
1111162090316,1991-05-14,0001409350109,6,14846071
1111172957333,2013-09-05,0009357695778,6,21023597
1111178444387,2016-07-07,0001946548175,1,11307850
1111183089566,1974-09-11,0003857377776,4,12362221
1111182930432,1975-01-30,0006098095706,6,21023597
1111130203915,1980-07-29,0008280738590,6,25004265
1111115828379,1992-09-27,0008980382741,4,16615180
1111182976997,2007-07-07,0009704202529,4,12362221
1111100369863,1987-02-25,0007922798534,3,16615180
1111124565302,1989-09-27,0003686451623,3,60005193
1111145289362,2017-10-21,0006098095706,4,60005193
1111128587386,2006-05-31,0005329006979,3,14846071
1111124515260,2001-10-19,0000365625573,2,14846071
1111106549627,2008-07-27,0000963002721,4,16615180
1111199716876,2003-04-30,0001131084181,4,11307850
1111137489817,1974-12-22,0008345387879,4,21023597
1111101328555,2004-08-24,0001598801758,6,12362221
1111100889712,2004-12-25,0007859520307,5,48874568
1111102152203,1974-05-12,0006652840124,5,12362221
1111167350101,2001-05-15,0009357695778,1,21023597
1111199637706,2007-04-29,0009357695778,3,14846071
1111130935519,1985-11-05,0004482941837,6,48874568
1111125996006,2010-12-22,0003857377776,1,11307850
1111176013790,1986-09-21,0009867864152,2,48874568
1111188306774,1986-08-30,0000920424979,4,16615180
1111147259967,1981-05-27,0002620191588,1,48874568
1111115292880,2015-10-18,0003990446681,5,25004265
1111194096416,2013-10-06,0001859573363,4,14846071
1111170487207,2008-05-28,0005360257996,4,25004265
1111119034806,1994-09-25,0009803372673,3,48874568
1111172613222,2005-10-23,0006052084814,4,60005193
1111153778391,1974-04-21,0001946548175,1,16615180
1111128158159,1970-11-13,0005963941537,4,60005193
1111110846484,1987-08-15,0009721407105,6,60005193
1111197385951,2019-08-03,0000365625573,1,14846071
1111126680294,1974-07-13,0003857377776,4,12362221
1111126598230,1985-03-26,0006178653116,3,48874568
1111125919630,1999-08-27,0005069053462,6,21023597
1111173090961,1974-05-05,0008935725197,6,21023597
1111152255930,2000-10-12,0006972019101,5,60005193
1111165595375,2006-08-06,0004603470390,4,25004265
1111157065930,1986-09-08,0003228374021,2,14846071
1111140732931,2007-08-02,0007341871573,4,48874568
1111169291822,2007-04-29,0001859573363,4,60005193
1111136866596,1999-06-15,0008090208108,5,60005193
1111113610280,1991-10-29,0001131084181,3,14846071
1111199106868,1976-02-19,0009885913702,6,25004265
1111177556449,1995-08-02,0001946548175,4,11307850
1111155729452,1979-11-13,0003686451623,5,60005193
1111106660346,1996-10-04,0004047585339,4,60005193
1111140540680,2016-01-17,0000211415907,2,11307850
1111166683941,2018-06-02,0007825099608,1,48874568
1111136772583,1974-07-16,0005360257996,1,25004265
1111179577510,1998-05-11,0001510812688,6,12362221
1111178913319,1995-12-27,0005069053462,6,11307850
1111101687997,1981-07-27,0006972019101,6,25004265
1111103750057,2018-10-03,0007665695138,2,25004265
1111165328973,1990-09-01,0005841795580,4,60005193
1111126331820,1973-03-05,0000285143737,2,16615180
1111140815269,1976-08-15,0005674791629,4,14846071
1111159903544,1975-08-04,0007859520307,6,12362221
1111112141341,1994-11-08,0001409350109,1,48874568
1111119531565,1976-07-24,0006851969022,1,60005193
1111135047408,2015-10-18,0008345387879,6,48874568
1111162609433,2010-04-26,0003228374021,5,16615180
1111172804095,1970-04-06,0005069053462,2,25004265
1111128856161,1992-10-24,0001729474004,5,60005193
1111169958596,1982-08-29,0000963002721,1,12362221
1111161813794,2009-04-02,0008661021037,2,14846071
1111177710520,2007-07-29,0009721407105,4,16615180
1111193569577,1980-06-29,0005314669905,5,60005193
1111184776168,1976-10-07,0003132714456,6,12362221
1111122834110,1996-09-11,0002499813567,5,14846071
1111152661281,1984-12-19,0004692449871,1,48874568
1111154356987,1994-04-13,0008090208108,2,16615180
1111161055934,2011-04-10,0006894968655,4,60005193
1111141829289,1981-05-11,0003228374021,2,12362221
1111150695738,2013-01-15,0004482941837,3,14846071
1111170759502,2003-11-24,0007558991293,1,25004265
1111112555391,1998-01-31,0003990446681,5,48874568
1111170223997,1982-12-22,0004240739478,4,11307850
1111139367014,2018-03-11,0001240090080,4,21023597
1111197925744,2015-06-23,0005360257996,2,60005193
1111189186382,1999-07-21,0000920424979,2,16615180
1111104714225,1988-04-12,0007859520307,3,11307850
1111197761137,1982-08-24,0007316015544,4,12362221
1111134374239,2010-01-24,0006619277758,4,11307850
1111162995734,2013-09-02,0006052084814,2,14846071
1111121038427,1973-06-21,0001217303243,5,48874568
1111137442157,1993-07-09,0009803372673,3,21023597
1111175125333,1981-07-09,0000963002721,2,14846071
1111111687789,1999-09-24,0005360257996,1,14846071
1111140418316,1975-10-10,0003949242258,5,14846071
1111125478663,1988-09-12,0006052084814,2,14846071
1111135163702,2006-07-16,0005963941537,3,60005193
1111104847497,1989-08-27,0003857377776,3,60005193
1111190936433,2019-05-29,0004603470390,6,21023597
1111108315497,2009-09-30,0001409350109,5,11307850
1111118241960,1982-04-18,0004420948058,3,14846071
1111172696232,1986-02-22,0007922798534,6,11307850
1111150619598,2019-10-27,0000942881804,3,60005193
1111106799077,2019-04-17,0007610661010,6,12362221
1111183009724,1985-04-18,0006178653116,6,48874568
1111101948029,1985-02-17,0000327459185,4,16615180
1111169606879,2019-05-19,0001217303243,5,25004265
1111187744355,1983-07-08,0007825099608,5,11307850
1111160101342,2016-10-05,0005674791629,6,11307850
1111141970738,1984-07-20,0009867864152,5,21023597
1111115133480,2008-07-06,0001131084181,1,25004265
1111110836256,1995-07-13,0004928422456,5,12362221
1111150579144,2018-01-02,0001510812688,3,11307850
1111154239723,1970-05-14,0004928422456,1,12362221
1111115280900,1984-05-08,0007610661010,3,60005193
1111128651186,2006-06-29,0007922798534,6,14846071
1111177059285,2010-09-19,0008345387879,3,16615180
1111192379436,2004-03-16,0001859573363,1,21023597
1111111134153,1995-05-27,0003949242258,1,11307850
1111187658836,1978-08-14,0005044804621,6,60005193
1111186719309,1975-11-20,0009721407105,5,48874568
1111168315406,1993-07-15,0002392864208,4,25004265
1111103892740,1995-08-21,0005216906801,5,12362221
1111185304124,2015-10-13,0004482941837,5,25004265
1111114568498,1979-03-23,0005216906801,5,21023597
1111168436231,1971-06-08,0003228374021,2,11307850
1111173700921,1980-06-18,0005314669905,1,48874568
1111124997172,2001-03-09,0003132714456,4,48874568
1111165612614,1999-09-23,0002643953675,5,25004265
1111114746636,1998-12-23,0000428534378,6,11307850
1111138358372,2011-06-06,0004928422456,6,16615180
1111104565131,1978-01-26,0002499813567,1,14846071
1111100048812,1976-03-05,0007341871573,6,25004265
1111190713072,1998-12-28,0002643953675,5,11307850
1111170835596,2009-08-11,0001240090080,4,16615180
1111179057579,1998-06-07,0007665695138,5,14846071
1111113253197,1998-11-21,0003132714456,5,16615180
1111175222674,2017-10-25,0000920424979,5,21023597
1111168964826,2017-10-21,0000008441065,1,25004265
1111143893905,2008-12-01,0000211415907,4,21023597
1111181297734,2004-03-31,0009357695778,6,16615180
1111162483286,2017-05-19,0006851969022,3,16615180
1111178285492,1989-01-24,0006052084814,6,16615180
1111121515959,1977-06-26,0008280738590,3,16615180
1111146876721,2014-05-10,0007859520307,3,48874568
1111166259207,1979-12-29,0003531693444,2,14846071
1111132197557,1997-09-08,0007665695138,2,21023597
1111130730602,1999-10-21,0002819717964,3,12362221
1111152664299,1970-10-26,0005674791629,6,12362221
1111171159479,1981-06-13,0003132714456,3,14846071
1111160916540,1998-04-30,0001598801758,5,16615180
1111109150066,2016-12-15,0008935725197,5,60005193
1111124406766,2013-12-03,0005314669905,4,48874568
1111183573362,1985-11-01,0009357695778,1,48874568
1111109996169,2019-10-02,0004482941837,5,48874568
1111191437540,2014-10-28,0001409350109,3,48874568
1111149593380,2015-01-19,0006894968655,4,21023597
1111125604529,1991-05-30,0001598801758,3,25004265
1111166345375,1998-03-30,0003228374021,1,25004265
1111153719943,1975-04-07,0006052084814,3,25004265
1111173251119,1982-09-03,0007665695138,3,14846071
1111140394757,2018-03-20,0001218756833,2,14846071
1111125525732,2006-07-02,0002643953675,2,16615180
1111154543561,1970-08-06,0005686293098,3,12362221
1111103544113,1979-07-14,0000942881804,5,12362221
1111112981817,2011-09-01,0000008441065,3,21023597
1111137246236,1999-04-12,0008980382741,6,60005193
1111123369307,2001-10-08,0002643953675,1,48874568
1111178866240,1977-08-15,0001708741578,4,25004265
1111132819503,1993-03-21,0004676850198,4,21023597
1111115218378,1980-04-07,0003653498644,5,25004265
1111168622221,2007-01-03,0000963002721,4,16615180
1111101583152,2004-10-26,0009119964128,6,48874568
1111191025075,1998-06-25,0001285311706,5,12362221
1111114048464,1991-04-15,0004928422456,3,12362221
1111107194055,1972-02-16,0003724533342,6,14846071
1111181080800,1972-08-15,0002643953675,6,16615180
1111153978142,1996-06-29,0005069053462,3,48874568
1111102915006,2009-02-27,0003949242258,4,12362221
1111147780478,1998-01-29,0002620191588,4,21023597
1111171149968,1986-02-23,0007017913088,2,21023597
1111178250933,2019-05-09,0001131084181,1,12362221
1111198749462,2014-11-20,0008345387879,2,16615180
1111184926341,1984-03-02,0005674791629,4,60005193
1111129336044,1987-08-22,0007859520307,5,12362221
1111149440288,2004-07-26,0005132480843,6,21023597
1111123450012,1980-02-05,0009357695778,4,25004265
1111134696805,2010-11-13,0005674791629,4,14846071
1111125582636,1991-03-15,0001409350109,5,21023597
1111124466067,1981-06-20,0006972019101,5,12362221
1111190649173,2005-03-05,0009704202529,2,21023597
1111172528618,2004-07-22,0005360257996,6,16615180
1111136477327,1998-11-26,0001285311706,3,60005193
1111186219014,1972-04-24,0000428534378,4,48874568
1111116634436,2000-12-09,0005686293098,3,12362221
1111161858610,1985-10-19,0007859520307,2,60005193
1111198834465,2008-08-01,0006652840124,3,60005193
1111179271272,1995-09-25,0008980382741,5,25004265
1111119011272,2008-08-23,0009721407105,5,48874568
1111180953884,2010-07-28,0006851969022,5,48874568
1111109571700,1983-05-21,0001409350109,5,14846071
1111119631807,1971-05-07,0001285311706,6,25004265
1111184134937,2001-06-09,0006652840124,6,11307850
1111180363386,1970-08-16,0000365625573,5,25004265
1111161238917,2017-01-04,0006619277758,1,25004265
1111123376343,1980-12-09,0008345387879,6,16615180
1111118307437,1989-12-22,0001729474004,3,14846071
1111148852983,2012-03-13,0001422080632,4,11307850
1111195066036,1998-06-17,0001422080632,6,60005193
1111197644942,1994-07-28,0005686293098,1,14846071
1111181360803,2009-03-10,0001422080632,2,60005193
1111176030056,1980-03-12,0001131084181,1,12362221
1111199285068,1985-01-02,0005841795580,3,11307850
1111107488703,2014-06-24,0000365625573,3,60005193
1111112830566,2015-04-28,0000211415907,3,25004265
1111115709944,2018-01-31,0008711679478,6,11307850
1111156397926,1977-03-21,0004333559662,6,21023597
1111155191112,2018-05-25,0007859520307,1,48874568
1111185914286,1971-07-29,0006442639587,6,60005193
1111111114117,1975-07-31,0002894887538,6,21023597
1111130352583,1988-12-06,0003260718456,5,14846071
1111139065187,2011-01-06,0001946548175,6,60005193
1111165506333,2008-08-08,0001131084181,3,14846071
1111120609314,1997-08-14,0006619277758,4,12362221
1111157849790,1975-07-01,0003228374021,2,14846071
1111174885856,2011-05-17,0002499813567,1,16615180
1111191069789,2019-06-24,0001729474004,5,60005193
1111186977167,1987-11-23,0000963002721,3,60005193
1111191560903,2001-02-02,0003724533342,5,60005193
1111192709370,2006-12-05,0006652840124,1,11307850
1111165164762,1975-07-29,0005841795580,2,16615180
1111191457081,2021-07-12,0000126626962,3,16615180
1111157870893,2010-04-06,0008280738590,4,11307850
1111131571402,1997-06-10,0006619277758,6,60005193
1111144564880,1981-09-27,0002643953675,2,11307850
1111145277147,2006-06-01,0001285311706,3,48874568
1111108296383,1990-08-14,0009867864152,1,25004265
1111126925203,1988-04-08,0004928422456,2,14846071
1111110237312,1979-04-12,0001422080632,3,16615180
1111187702584,1981-11-08,0004692449871,6,14846071
1111159791387,2007-01-14,0000963002721,2,16615180
1111175454792,2011-03-19,0009721407105,4,60005193
1111163917049,2017-09-29,0005314669905,4,25004265
1111144964376,2009-08-21,0001208184042,3,14846071
1111119462630,2000-05-03,0007017913088,4,14846071
1111152918231,2003-08-30,0008090208108,3,12362221
1111181338970,1998-02-25,0001422080632,1,11307850
1111126410969,1980-03-09,0004676791651,2,60005193
1111188417630,1977-07-04,0002392864208,4,11307850
1111141283920,1974-11-28,0007316015544,6,12362221
1111185346964,1971-02-05,0009885913702,4,48874568
1111159998946,1981-05-19,0008711679478,6,21023597
1111122777035,1980-05-06,0006619277758,1,60005193
1111194705745,1979-06-14,0007922798534,6,11307850
1111152001018,1984-10-18,0001510812688,2,14846071
1111116977373,1994-05-29,0006972019101,2,14846071
1111110731186,2006-11-02,0008661021037,1,12362221
1111104760031,1974-06-19,0007610661010,5,14846071
1111125333795,2008-03-15,0008935725197,5,21023597
1111165093833,1988-03-01,0002499813567,3,25004265
1111109820198,2009-05-17,0001218756833,2,60005193
1111142358900,2007-03-23,0002819717964,3,16615180
1111148644755,2015-08-17,0004333559662,6,21023597
1111150398301,1975-04-02,0006178653116,6,12362221
1111195256949,1972-11-04,0000365625573,2,16615180
1111174368434,1980-10-28,0002819717964,5,21023597
1111138215200,2002-11-25,0006652840124,4,11307850
1111142221396,1971-09-07,0005044804621,5,21023597
1111198931607,1981-04-20,0007665695138,4,48874568
1111119781373,2009-12-31,0008935725197,4,60005193
1111156309622,2008-04-29,0004676791651,2,12362221
1111196974392,2006-10-30,0003531693444,6,21023597
1111115527760,1994-07-13,0004047585339,4,11307850
1111135153444,1984-12-12,0005360257996,1,12362221
1111174467212,2002-09-08,0000963002721,1,16615180
1111138249762,2005-05-17,0004420948058,5,12362221
1111184909313,1982-12-07,0001240090080,3,21023597
1111127744667,2001-12-05,0000428534378,5,21023597
1111101372985,2007-11-20,0004482941837,2,16615180
1111141347530,1972-06-26,0003724533342,4,16615180
1111123576330,1992-08-28,0004692449871,4,14846071
1111190161286,2010-08-06,0003949242258,2,48874568
1111154383280,2008-02-28,0005216906801,4,60005193
1111145788483,2020-10-15,0009867864152,5,12362221
1111152653187,1985-05-21,0001131084181,6,25004265
1111107193515,1972-05-13,0007922798534,2,11307850
1111133809039,1976-11-22,0004420948058,4,16615180
1111194915182,2004-11-05,0005963941537,6,25004265
1111120834648,1978-05-27,0003857377776,5,25004265
1111162200456,2010-03-24,0008345387879,1,12362221
1111120570416,1976-01-28,0008980382741,2,14846071
1111190603212,1979-10-06,0003686451623,4,14846071
1111100351394,1999-04-20,0001382880433,4,48874568
1111135979341,1979-10-29,0008397359916,5,25004265
1111181485292,1990-07-19,0009885913702,3,11307850
1111157533248,1989-05-21,0005686293098,1,48874568
1111147787699,2009-05-17,0002499813567,4,21023597
1111145421182,1976-07-28,0005314669905,6,11307850
1111125422826,1972-09-17,0006851969022,4,14846071
1111162119307,1987-07-27,0001946548175,2,12362221
1111166982747,1987-06-15,0008397359916,6,60005193
1111150798309,2017-05-08,0003724533342,4,48874568
1111168386918,2001-11-06,0006052084814,3,60005193
1111184382291,1984-03-04,0006972019101,1,14846071
1111110005553,1982-06-02,0008397359916,5,12362221
1111102461046,2021-02-08,0001382880433,6,21023597
1111128842201,1990-08-25,0006442639587,6,60005193
1111164591309,1996-07-06,0004333559662,5,11307850
1111109748638,1993-04-16,0008280738590,1,21023597
1111149737500,2012-10-01,0003653498644,6,16615180
1111185276629,1991-04-15,0004928422456,5,16615180
1111181905639,2004-03-21,0008090208108,1,12362221
1111133462340,2005-01-07,0005686293098,6,11307850
1111127464473,2015-10-05,0003990446681,4,16615180
1111171658354,2007-11-15,0007922798534,2,60005193
1111118147668,1994-01-28,0003949242258,3,16615180
1111161501790,1996-10-25,0000942881804,4,21023597
1111168127535,1976-03-22,0005674791629,5,25004265
1111172709239,1987-08-06,0003228374021,1,12362221
1111126476934,2012-06-18,0004047585339,2,25004265
1111136920441,1983-03-08,0005329006979,4,25004265
1111195428391,1994-10-17,0005686293098,4,14846071
1111196561141,2003-03-14,0009357695778,3,14846071
1111100746992,1973-12-05,0004676791651,2,14846071
1111164853957,1970-04-09,0005132480843,5,14846071
1111146244896,1985-09-16,0005360257996,5,11307850
1111105466376,1995-12-03,0004420948058,4,60005193
1111101455336,1990-06-11,0000942881804,6,11307850
1111108797118,1970-11-26,0001708741578,3,11307850
1111117011441,2007-07-18,0003857377776,5,21023597
1111189235486,1979-05-26,0005591775122,6,48874568
1111106422647,2014-10-29,0001208184042,1,14846071
1111126859249,2017-11-26,0001598801758,6,14846071
1111103527642,2009-03-25,0008711679478,5,12362221
1111181026501,2018-04-11,0008280738590,2,12362221
1111162594364,1993-09-02,0007859520307,1,25004265
1111153586293,2004-10-13,0003680487840,3,11307850
1111106180776,1986-08-18,0006851969022,3,16615180
1111102244922,1976-11-18,0009357695778,3,16615180
1111121452698,1985-11-08,0001510812688,1,16615180
1111189019574,1995-05-25,0003949242258,3,12362221
1111103696317,1996-12-29,0002499813567,4,12362221
1111159386361,1994-08-22,0000285143737,3,25004265
1111187846868,2009-07-18,0008397359916,4,14846071
1111113961085,2020-10-08,0004692449871,4,60005193
1111191637810,2015-02-02,0000008441065,4,48874568
1111180012499,1987-12-17,0009721407105,4,14846071
1111101385794,1975-01-03,0006619277758,4,25004265
1111150431374,2014-09-26,0003680487840,5,14846071
1111139356490,2013-05-10,0009119964128,4,60005193
1111105327318,1982-02-12,0003990446681,2,14846071
1111128640845,1994-10-05,0001708741578,6,12362221
1111123691736,1997-06-03,0003724533342,4,16615180
1111174690412,2017-05-13,0009803372673,2,12362221
1111173347157,2008-02-15,0000963002721,5,11307850
1111167359708,1977-04-27,0001409350109,1,16615180
1111111405345,1988-01-24,0006619277758,6,21023597
1111172451626,2017-04-25,0004420948058,6,48874568
1111125261524,2018-05-14,0003680487840,4,12362221
1111123800008,1980-05-22,0005591775122,1,60005193
1111143829829,2014-03-08,0009721407105,1,60005193
1111176017972,1970-09-30,0004420948058,6,11307850
1111164179194,1984-05-01,0002620191588,2,60005193
1111114996635,2013-08-11,0006619277758,5,21023597
1111155173163,1999-01-11,0002392864208,5,48874568
1111172209135,1975-07-05,0001946548175,6,12362221
1111105585398,1999-03-07,0003132714456,4,21023597
1111131752528,2004-12-29,0006442639587,4,16615180
1111135058091,2003-12-24,0008935725197,2,11307850
1111198615484,2010-10-20,0001131084181,4,11307850
1111140639780,2003-08-21,0009803372673,2,25004265
1111182847136,2005-07-15,0001218756833,5,48874568
1111114496296,2001-07-31,0009357695778,2,16615180
1111143804277,1997-09-05,0007610661010,2,60005193
1111113997787,1998-11-25,0001946548175,5,21023597
1111105596332,1972-09-19,0001218756833,6,21023597
1111157345766,1998-10-26,0003132714456,3,25004265
1111185511546,2013-08-06,0001218756833,6,48874568
1111125144124,1998-07-09,0004047585339,2,21023597
1111126695069,1977-04-29,0008345387879,1,25004265
1111178035462,1986-04-25,0001217303243,1,25004265
1111130802347,2005-03-31,0004047585339,5,11307850
1111105979951,2007-02-01,0006619277758,2,14846071
1111192160010,1973-11-12,0007922798534,1,60005193
1111178833198,1990-02-21,0001131084181,1,11307850
1111176457624,1984-04-09,0006619277758,2,60005193
1111170669085,2010-06-04,0009357695778,6,60005193
1111163847988,1995-06-24,0008711679478,2,16615180
1111110376127,2002-03-16,0001859573363,4,11307850
1111198865452,2012-10-12,0004333559662,4,11307850
1111108227394,2012-02-10,0002894887538,4,14846071
1111154380050,2000-10-10,0004420948058,1,12362221
1111168763122,2019-07-29,0008980382741,3,48874568
1111110483443,2004-09-04,0003531693444,6,11307850
1111156694575,2010-03-17,0009119964128,6,21023597
1111190846763,1975-05-30,0003531693444,5,12362221
1111129623649,1979-01-28,0003228374021,3,21023597
1111121935924,2015-04-05,0005132480843,2,14846071
1111164275896,2006-10-12,0003531693444,4,11307850
1111139626265,1998-05-28,0009119964128,6,11307850
1111172556413,1987-04-19,0002643953675,2,60005193
1111130918192,1979-09-27,0001409350109,1,14846071
1111164924305,2007-09-23,0007610661010,4,11307850
1111164691726,1988-04-04,0003260718456,5,48874568
1111163653848,2017-07-24,0008980382741,4,12362221
1111100739130,2010-08-04,0001208184042,5,60005193
1111146882371,1982-06-04,0001598801758,3,21023597
1111186286221,1973-10-16,0000285143737,4,21023597
1111100087552,1986-10-31,0005686293098,6,48874568
1111160299810,1989-06-14,0006098095706,6,21023597
1111119436136,1994-07-01,0000327459185,2,14846071
1111149353960,1972-09-14,0009704202529,4,14846071
1111108269134,2015-04-04,0001382880433,2,16615180
1111199633203,1997-03-22,0005841795580,2,16615180
1111190747657,1988-06-01,0006894968655,2,11307850
1111198415176,1974-04-28,0003686451623,6,21023597
1111181309505,1994-03-21,0007665695138,3,14846071
1111186980761,1981-06-23,0000428534378,4,25004265
1111195913651,1974-11-30,0006178653116,4,12362221
1111141890180,1993-01-25,0001131084181,6,11307850
1111114616434,1976-02-20,0004603470390,2,11307850
1111129856993,2014-09-24,0001510812688,1,11307850
1111189359915,1986-10-06,0001208184042,6,16615180
1111149444019,1997-09-25,0006442639587,1,21023597
1111177014079,1998-05-05,0004240739478,1,16615180
1111198913269,1984-03-05,0007825099608,4,16615180
1111145663728,2014-09-02,0000285143737,3,16615180
1111154762160,2016-01-31,0000008441065,4,12362221
1111133639742,1984-05-05,0005963941537,6,48874568
1111100674295,1990-08-08,0001218756833,6,11307850
1111150749950,1989-05-27,0004676791651,3,25004265
1111170478731,2016-02-08,0001859573363,3,11307850
1111188102130,2006-01-05,0000428534378,1,12362221
1111145141943,1995-05-30,0005841795580,2,16615180
1111169216924,2006-12-21,0006972019101,2,11307850
1111101839280,2015-12-29,0005963941537,1,12362221
1111178178107,2006-12-14,0005963941537,6,60005193
1111177881756,2006-04-09,0001598801758,6,21023597
1111165873312,2016-05-20,0007610661010,2,11307850
1111113250684,2000-05-22,0007316015544,5,11307850
1111185549587,1986-06-23,0009357695778,4,25004265
1111146295393,1970-12-03,0007825099608,2,25004265
1111126514056,1999-04-23,0001409350109,1,12362221
1111115158186,2006-11-07,0000920424979,2,12362221
1111140470116,1990-10-08,0002819717964,1,48874568
1111139656088,2000-02-26,0008280738590,5,60005193
1111185956613,2001-04-19,0005216906801,6,16615180
1111128861851,2014-07-19,0008523384669,5,14846071
1111159168264,1972-11-18,0007665695138,6,48874568
1111158921501,1994-02-21,0001859573363,3,16615180
1111181796510,2010-07-18,0004603470390,5,12362221
1111122286469,2003-02-14,0007017913088,6,16615180
1111175937349,1992-01-24,0004240739478,4,25004265
1111194459044,1974-06-12,0008397359916,1,11307850
1111146858314,1989-09-07,0001946548175,1,16615180
1111157689563,1981-03-03,0005591775122,5,25004265
1111105692409,2017-03-12,0001240090080,3,60005193
1111182410958,2003-02-13,0000211415907,5,21023597
1111153531897,1997-09-08,0003686451623,3,11307850
1111192520005,2000-12-09,0004928775934,6,21023597
1111182585083,1972-11-16,0004482941837,6,48874568
1111162878822,2005-04-15,0008661021037,2,14846071
1111111480366,1999-07-18,0009885913702,5,11307850
1111194401913,1979-12-21,0003531693444,1,21023597
1111100233249,1990-05-18,0001208184042,6,21023597
1111165977928,1991-02-26,0004047585339,2,21023597
1111163212779,1990-09-21,0004676791651,3,60005193
1111164219753,2009-07-07,0006652840124,2,48874568
1111104379585,1986-10-25,0009357695778,1,48874568
1111120236985,2002-09-01,0005132480843,3,16615180
1111152432508,2001-09-25,0004333559662,4,60005193
1111172206158,2001-09-01,0006619277758,1,21023597
1111190339166,1992-02-06,0001598801758,4,48874568
1111145224660,2002-04-21,0009721407105,4,12362221
1111182925988,1983-06-06,0006894968655,5,25004265
1111186924314,1994-07-29,0005216906801,4,21023597
1111177581786,1974-12-30,0008397359916,4,21023597
1111104069271,1996-10-12,0008669924200,2,25004265
1111174291947,1975-12-12,0003260718456,6,60005193
1111125038621,2005-12-20,0003724533342,5,60005193
1111132740272,1986-03-13,0001218756833,2,25004265
1111160361616,1999-02-23,0005314669905,3,25004265
1111185148056,2008-02-17,0001729474004,4,11307850
1111186104587,2009-09-06,0003686451623,1,14846071
1111113509164,1981-12-09,0009357695778,6,21023597
1111156265515,1985-12-03,0003686451623,3,11307850
1111153148187,1971-01-10,0006652840124,6,16615180
1111149918510,2019-07-04,0008397359916,4,16615180
1111129392743,2002-11-24,0007922798534,5,12362221
1111136239932,2008-09-09,0008661021037,3,14846071
